customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_category
94127,Oregon,No,Basic,College,Employed,M,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate
19482,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer4,Branch,Two-Door Car,Medsize,Personal
68850,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer3,Agent,SUV,Medsize,Personal
97256,Arizona,Yes,Basic,College,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
85904,California,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Offer2,Agent,SUV,Small,Corporate
30325,Oregon,No,Basic,College,Employed,M,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
98245,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
31376,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Agent,Luxury Car,Large,Corporate
45224,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Corporate
56196,Oregon,No,Extended,Doctor,Employed,F,Rural,Married,Offer2,Agent,Two-Door Car,Small,Corporate
39400,Nevada,No,Basic,Bachelor,Employed,M,Urban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal
39090,Oregon,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Special
17166,California,No,Extended,College,Employed,M,Suburban,Divorced,Offer1,Agent,Four-Door Car,Small,Personal
67477,Washington,No,Basic,High School or Below,Disabled,M,Suburban,Married,Offer1,Branch,Luxury Car,Medsize,Personal
79432,Nevada,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
17448,Oregon,No,Extended,College,Employed,M,Urban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
65854,Nevada,No,Basic,College,Employed,F,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
23641,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Offer1,Branch,SUV,Medsize,Personal
79113,California,No,Basic,Master,Employed,M,Urban,Married,Offer4,Call Center,Four-Door Car,Small,Corporate
61197,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Offer3,Call Center,Four-Door Car,Small,Personal
12516,Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Offer4,Web,Four-Door Car,Medsize,Corporate
55854,Nevada,No,Premium,College,Employed,F,Suburban,Married,Offer2,Call Center,Luxury Car,Small,Personal
19791,California,No,Basic,College,Employed,F,Suburban,Married,Offer2,Agent,Two-Door Car,Small,Personal
16403,California,No,Basic,College,Employed,F,Rural,Single,Offer1,Branch,Luxury SUV,Medsize,Personal
28002,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
97066,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer2,Call Center,Two-Door Car,Medsize,Personal
97700,Washington,No,Premium,Bachelor,Employed,F,Rural,Single,Offer3,Agent,Two-Door Car,Small,Personal
96938,Oregon,No,Basic,College,Medical Leave,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
32811,California,No,Basic,Bachelor,Employed,F,Urban,Single,Offer3,Branch,Four-Door Car,Small,Personal
69465,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
12086,Oregon,No,Basic,College,Employed,F,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
89174,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal
26077,Arizona,No,Extended,High School or Below,Retired,F,Suburban,Married,Offer3,Call Center,SUV,Medsize,Personal
98740,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal
82767,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Offer3,Agent,SUV,Medsize,Personal
54675,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Offer4,Call Center,SUV,Large,Corporate
67766,California,No,Extended,College,Unemployed,F,Suburban,Married,Offer1,Agent,SUV,Small,Personal
36743,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
20901,California,No,Premium,College,Employed,F,Suburban,Married,Offer3,Branch,Two-Door Car,Small,Special
20969,California,No,Extended,Bachelor,Employed,M,Urban,Married,Offer1,Branch,Four-Door Car,Large,Personal
33435,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Small,Corporate
55110,Arizona,No,Basic,Master,Medical Leave,M,Urban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Corporate
42538,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer4,Agent,Sports Car,Medsize,Personal
64207,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
80424,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
34309,California,No,Basic,Master,Employed,F,Rural,Single,Offer1,Agent,Four-Door Car,Small,Personal
34468,California,No,Premium,High School or Below,Employed,F,Urban,Married,Offer2,Call Center,Sports Car,Medsize,Special
34922,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Offer3,Branch,Four-Door Car,Small,Personal
93707,Oregon,No,Basic,High School or Below,Disabled,M,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
28542,Nevada,No,Extended,Bachelor,Employed,F,Urban,Single,Offer3,Web,Four-Door Car,Medsize,Personal
29518,Washington,No,Extended,Master,Employed,M,Rural,Married,Offer1,Branch,SUV,Medsize,Special
34698,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Offer1,Branch,SUV,Medsize,Corporate
37392,Arizona,No,Extended,College,Employed,M,Urban,Married,Offer1,Branch,Four-Door Car,Small,Personal
43082,Oregon,No,Basic,College,Unemployed,F,Rural,Divorced,Offer3,Call Center,Two-Door Car,Large,Personal
90697,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Offer2,Agent,SUV,Medsize,Personal
93103,Arizona,No,Basic,Master,Employed,F,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
37151,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer2,Branch,Sports Car,Medsize,Personal
43513,California,No,Basic,High School or Below,Employed,M,Urban,Married,Offer4,Agent,SUV,Medsize,Personal
81912,California,No,Extended,High School or Below,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
50087,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Large,Personal
87008,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer2,Agent,Two-Door Car,Large,Personal
30352,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer3,Agent,Luxury Car,Medsize,Personal
30266,California,No,Extended,College,Employed,F,Urban,Married,Offer1,Branch,SUV,Medsize,Special
50461,Oregon,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Offer2,Agent,SUV,Small,Personal
84962,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
14584,Oregon,No,Basic,College,Employed,F,Rural,Married,Offer4,Call Center,SUV,Medsize,Personal
87250,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Offer4,Branch,Four-Door Car,Medsize,Personal
67983,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
40110,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal
93005,California,Yes,Extended,College,Retired,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
69941,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer3,Branch,SUV,Medsize,Personal
38934,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
16714,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer4,Web,Four-Door Car,Medsize,Corporate
68667,Arizona,No,Basic,Doctor,Medical Leave,M,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Personal
40217,Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Offer3,Agent,Two-Door Car,Medsize,Personal
73868,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Offer1,Branch,Sports Car,Medsize,Corporate
44176,California,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Small,Personal
51849,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Large,Personal
61281,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer1,Call Center,Luxury Car,Small,Personal
72300,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer2,Web,SUV,Small,Personal
81740,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,Personal
25415,Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal
41036,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
66592,California,No,Basic,Bachelor,Employed,M,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
29918,California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Offer1,Agent,Sports Car,Medsize,Personal
53601,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Offer1,Agent,Luxury SUV,Medsize,Special
61492,Washington,No,Extended,College,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
52748,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal
68928,Arizona,No,Extended,Bachelor,Disabled,M,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
79366,California,Yes,Premium,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
53118,California,No,Basic,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
56257,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Offer1,Call Center,Luxury Car,Medsize,Personal
34278,Arizona,No,Basic,Bachelor,Medical Leave,F,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,Personal
82406,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Small,Personal
93305,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Offer4,Branch,Four-Door Car,Small,Personal
31454,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Special
81675,California,No,Basic,College,Employed,F,Suburban,Divorced,Offer3,Agent,Four-Door Car,Small,Personal
85520,Oregon,No,Basic,College,Employed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Corporate
18303,California,Yes,Basic,College,Employed,M,Urban,Married,Offer2,Agent,Sports Car,Medsize,Corporate
47381,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Corporate
31862,California,No,Extended,High School or Below,Employed,M,Urban,Married,Offer4,Agent,Two-Door Car,Medsize,Personal
58965,California,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,Personal
60406,California,No,Extended,College,Unemployed,M,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,Personal
52397,Arizona,No,Basic,College,Employed,M,Rural,Married,Offer4,Branch,Two-Door Car,Medsize,Personal
69517,California,Yes,Basic,College,Retired,M,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,Corporate
23168,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Small,Personal
39218,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
95606,Arizona,No,Extended,College,Employed,F,Rural,Married,Offer3,Agent,Sports Car,Small,Personal
27180,California,No,Basic,College,Employed,F,Rural,Divorced,Offer3,Call Center,SUV,Medsize,Personal
74110,California,No,Extended,High School or Below,Employed,M,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
85738,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Offer1,Call Center,SUV,Medsize,Personal
78778,Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Offer1,Web,Four-Door Car,Small,Personal
72149,Nevada,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Offer2,Web,SUV,Medsize,Personal
89812,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
68713,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer3,Web,Four-Door Car,Large,Personal
23001,California,No,Premium,Bachelor,Employed,M,Rural,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
99299,California,Yes,Basic,College,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Large,Personal
61917,Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
65135,Oregon,No,Basic,College,Disabled,M,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Corporate
37482,Washington,No,Premium,High School or Below,Employed,M,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
24870,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Offer1,Branch,Two-Door Car,Medsize,Personal
78254,Washington,No,Basic,College,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
19667,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
43037,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer1,Branch,Luxury Car,Medsize,Corporate
36177,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer4,Call Center,Two-Door Car,Small,Personal
36269,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Special
58104,California,No,Basic,College,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
12431,California,No,Basic,College,Employed,F,Rural,Single,Offer2,Web,Sports Car,Medsize,Personal
37346,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Offer1,Agent,Two-Door Car,Small,Corporate
99589,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Agent,Sports Car,Medsize,Personal
61641,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
26831,California,No,Extended,Bachelor,Employed,F,Rural,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate
84574,Oregon,No,Basic,College,Employed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Corporate
33416,Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,Personal
62583,Nevada,No,Extended,College,Medical Leave,M,Suburban,Married,Offer1,Web,SUV,Medsize,Personal
29271,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer2,Agent,Luxury Car,Medsize,Corporate
58696,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer1,Agent,Sports Car,Medsize,Personal
37320,Oregon,No,Basic,Master,Employed,F,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal
35930,Oregon,No,Basic,Master,Employed,F,Rural,Married,Offer3,Branch,Two-Door Car,Large,Personal
34391,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
65635,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Offer2,Branch,Two-Door Car,Large,Corporate
25590,Washington,No,Extended,High School or Below,Medical Leave,F,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal
37708,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Branch,SUV,Medsize,Personal
83434,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Offer2,Branch,SUV,Large,Personal
55516,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Corporate
72802,Oregon,No,Extended,Master,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Corporate
32165,California,No,Basic,High School or Below,Employed,F,Rural,Married,Offer4,Agent,Sports Car,Medsize,Corporate
78284,Arizona,No,Extended,Master,Employed,M,Rural,Single,Offer1,Branch,Four-Door Car,Small,Personal
39343,Washington,No,Basic,Bachelor,Disabled,F,Urban,Married,Offer1,Agent,Luxury Car,Medsize,Corporate
77631,California,No,Basic,Master,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
60021,Nevada,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Offer1,Web,Sports Car,Small,Corporate
15885,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
16116,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
41496,Washington,No,Extended,College,Unemployed,M,Suburban,Married,Offer2,Web,SUV,Large,Personal
24777,Nevada,Yes,Basic,Bachelor,Employed,M,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
55066,Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
87047,California,No,Basic,High School or Below,Disabled,M,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Personal
38732,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Offer4,Agent,SUV,Medsize,Personal
94432,Arizona,No,Basic,Doctor,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate
21652,Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
90030,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,Sports Car,Medsize,Special
36026,Arizona,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,Personal
27848,California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal
68957,California,No,Basic,Bachelor,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate
86277,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Corporate
55977,Washington,No,Basic,Bachelor,Employed,M,Rural,Married,Offer1,Call Center,Four-Door Car,Small,Personal
46032,Nevada,No,Extended,College,Medical Leave,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
69038,Washington,No,Basic,College,Employed,M,Rural,Married,Offer3,Branch,Two-Door Car,Medsize,Personal
73545,Oregon,Yes,Extended,College,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
85257,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer2,Branch,Two-Door Car,Medsize,Corporate
88012,Oregon,No,Basic,College,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Corporate
44765,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal
81986,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Offer2,Agent,SUV,Medsize,Personal
56889,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Sports Car,Small,Personal
72669,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer4,Web,Four-Door Car,Medsize,Personal
95772,California,No,Basic,College,Employed,M,Urban,Single,Offer4,Branch,Four-Door Car,Medsize,Personal
62735,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Offer1,Agent,Sports Car,Medsize,Personal
50538,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Large,Personal
76871,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
42487,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
56369,California,No,Premium,Bachelor,Employed,F,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
27753,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
22442,California,No,Basic,High School or Below,Employed,F,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Corporate
81383,Washington,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Large,Personal
34993,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Large,Personal
59167,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
44722,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Personal
11152,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer3,Agent,Two-Door Car,Small,Personal
53084,California,No,Basic,Bachelor,Employed,F,Rural,Married,Offer4,Web,Four-Door Car,Medsize,Personal
30537,Oregon,No,Premium,Doctor,Employed,F,Rural,Married,Offer2,Branch,Luxury Car,Medsize,Personal
35050,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
59692,California,No,Extended,Bachelor,Employed,F,Rural,Married,Offer4,Branch,SUV,Small,Personal
11031,California,No,Extended,College,Unemployed,M,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,Personal
53644,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,Personal
53335,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer3,Branch,Four-Door Car,Small,Personal
89108,California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Offer2,Agent,Luxury Car,Medsize,Personal
10085,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Call Center,Sports Car,Medsize,Personal
68966,California,No,Basic,College,Employed,M,Rural,Married,Offer1,Call Center,SUV,Medsize,Personal
28082,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
89333,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Large,Personal
14751,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
73667,Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
70794,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer2,Branch,Two-Door Car,Medsize,Personal
69918,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Offer1,Web,Four-Door Car,Medsize,Personal
61355,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Corporate
65194,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal
68933,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Offer1,Call Center,SUV,Medsize,Personal
76366,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Small,Corporate
57128,California,No,Extended,Bachelor,Employed,F,Rural,Single,Offer3,Agent,Four-Door Car,Medsize,Personal
55475,Arizona,No,Extended,College,Employed,M,Suburban,Married,Offer1,Web,SUV,Small,Personal
91297,Oregon,No,Basic,Master,Unemployed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal
18508,California,No,Extended,High School or Below,Employed,F,Rural,Single,Offer4,Agent,Four-Door Car,Large,Personal
87442,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
85803,California,No,Extended,Bachelor,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
25048,California,Yes,Basic,College,Employed,M,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
39423,Oregon,No,Basic,Master,Employed,F,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
43630,California,No,Extended,Bachelor,Employed,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
17798,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Personal
15077,California,No,Basic,High School or Below,Employed,M,Urban,Married,Offer2,Call Center,Sports Car,Medsize,Corporate
16405,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
82820,California,No,Basic,Master,Employed,M,Suburban,Divorced,Offer1,Agent,SUV,Large,Corporate
26341,Oregon,No,Basic,Master,Disabled,M,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
27589,Oregon,Yes,Extended,College,Employed,M,Suburban,Single,Offer2,Agent,Luxury SUV,Small,Corporate
72692,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Personal
95255,California,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Small,Personal
16179,Arizona,No,Basic,College,Employed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal
77208,California,No,Extended,Bachelor,Unemployed,M,Rural,Married,Offer4,Call Center,Two-Door Car,Medsize,Personal
31509,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
33381,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer4,Call Center,SUV,Medsize,Corporate
43011,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
96182,Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Offer3,Agent,Four-Door Car,Medsize,Personal
58274,Oregon,No,Basic,College,Employed,F,Rural,Married,Offer2,Agent,Sports Car,Medsize,Personal
26585,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer1,Agent,Sports Car,Large,Corporate
76090,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal
36700,Oregon,No,Extended,Master,Retired,F,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
32416,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Corporate
18041,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Agent,Two-Door Car,Large,Personal
54645,Oregon,No,Extended,Bachelor,Disabled,F,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
11170,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
43614,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
36363,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Offer4,Web,SUV,Medsize,Personal
72157,Oregon,No,Premium,High School or Below,Employed,F,Urban,Single,Offer2,Agent,Four-Door Car,Medsize,Corporate
43591,Oregon,No,Premium,College,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
71030,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Special
